,location,total_sqft,bath,price,bhk
2379,Electronic City,770.0,1.0,36.0,2
2380,Electronic City,1070.0,2.0,52.0,2
2381,Electronic City,1025.0,2.0,46.0,2
2382,Electronic City,589.0,1.0,27.0,1
2384,Electronic City,910.0,2.0,40.0,2
2385,Electronic City,1108.0,2.0,63.0,2
2386,Electronic City,1128.0,2.0,65.0,2
2387,Electronic City,1800.0,3.0,95.0,3
2388,Electronic City,630.0,1.0,34.65,1
2389,Electronic City,1128.0,2.0,63.0,2
2390,Electronic City,1599.0,3.0,99.0,3
2393,Electronic City,1070.0,2.0,55.0,2
2394,Electronic City,940.0,2.0,41.0,2
2396,Electronic City,1128.0,2.0,68.75,2
2397,Electronic City,1342.0,2.0,73.3,2
2398,Electronic City,1360.0,2.0,71.0,3
2400,Electronic City,1265.0,2.0,56.93,2
2401,Electronic City,1691.0,2.0,102.0,3
2402,Electronic City,1128.0,2.0,65.49,2
2405,Electronic City,1070.0,2.0,56.1,2
2406,Electronic City,2000.0,4.0,120.0,4
2407,Electronic City,890.0,2.0,45.0,2
2408,Electronic City,1128.0,2.0,65.65,2
2409,Electronic City,865.0,2.0,42.0,2
2411,Electronic City,910.0,2.0,42.0,2
2413,Electronic City,1360.0,2.0,75.0,3
2414,Electronic City,770.0,1.0,40.0,2
2415,Electronic City,1128.0,2.0,64.0,2
2416,Electronic City,1070.0,2.0,54.0,2
2418,Electronic City,1571.0,3.0,89.0,3
2419,Electronic City,1111.0,3.0,50.0,3
2420,Electronic City,870.0,2.0,39.5,2
2422,Electronic City,1374.0,2.0,72.0,3
2424,Electronic City,1128.0,2.0,65.35,2
2425,Electronic City,1128.0,2.0,65.0,2
2426,Electronic City,755.0,1.0,34.0,2
2430,Electronic City,1563.0,3.0,91.84,3
2431,Electronic City,1652.0,3.0,70.0,3
2433,Electronic City,1025.0,2.0,54.5,2
2435,Electronic City,1350.0,3.0,58.0,3
2438,Electronic City,1700.0,3.0,75.0,3
2440,Electronic City,1128.0,2.0,68.0,2
2441,Electronic City,700.0,1.0,35.0,1
2442,Electronic City,1360.0,2.0,70.5,3
2444,Electronic City,1571.0,3.0,105.0,3
2448,Electronic City,1600.0,3.0,104.0,3
2450,Electronic City,1500.0,2.0,100.0,3
2454,Electronic City,1152.0,2.0,65.0,2
2455,Electronic City,1070.0,2.0,60.0,2
2456,Electronic City,1128.0,2.0,65.5,2
2457,Electronic City,1200.0,2.0,59.0,2
2458,Electronic City,1152.0,2.0,65.75,2
2460,Electronic City,1070.0,2.0,55.0,2
2461,Electronic City,1060.0,2.0,58.0,2
2462,Electronic City,1025.0,2.0,54.1,2
2467,Electronic City,1500.0,2.0,78.0,3
2468,Electronic City,1213.0,2.0,59.32,2
2469,Electronic City,1575.0,3.0,90.0,3
2470,Electronic City,435.0,1.0,19.5,1
2471,Electronic City,1449.0,3.0,100.0,3
2473,Electronic City,1125.0,2.0,58.0,2
2475,Electronic City,1575.0,3.0,101.0,3
2477,Electronic City,550.0,1.0,12.0,1
2478,Electronic City,919.0,2.0,40.0,2
2479,Electronic City,1500.0,2.0,78.25,3
2480,Electronic City,1363.0,2.0,79.0,2
2483,Electronic City,1108.0,2.0,67.15,2
2485,Electronic City,1128.0,2.0,65.7,2
2487,Electronic City,1060.0,2.0,51.0,2
2489,Electronic City,1650.0,3.0,100.0,3
2491,Electronic City,1025.0,2.0,49.0,2
2493,Electronic City,1449.0,3.0,90.0,3
2495,Electronic City,1070.0,2.0,58.0,2
2496,Electronic City,1210.0,2.0,54.0,2
2497,Electronic City,1500.0,2.0,75.0,3
2499,Electronic City,1070.0,2.0,52.0,2
2500,Electronic City,2435.0,4.0,119.0,4
2505,Electronic City,1073.0,2.0,60.0,2
2506,Electronic City,1500.0,2.0,78.0,3
2507,Electronic City,1070.0,2.0,47.0,2
2508,Electronic City,1296.0,2.0,65.0,2
2509,Electronic City,1140.0,2.0,70.93,2
2515,Electronic City,2093.0,4.0,104.0,4
2516,Electronic City,1025.0,2.0,53.9,2
2517,Electronic City,940.0,2.0,54.0,2
2518,Electronic City,435.0,1.0,21.0,1
2519,Electronic City,1500.0,2.0,77.5,3
2520,Electronic City,1631.0,3.0,80.0,3
2521,Electronic City,1355.0,2.0,67.0,2
2524,Electronic City,435.0,1.0,22.0,1
2526,Electronic City,1039.0,2.0,50.0,2
2527,Electronic City,770.0,1.0,39.9,2
2529,Electronic City,1128.0,2.0,64.0,2
2530,Electronic City,605.0,1.0,13.31,1
2532,Electronic City,530.0,1.0,13.5,1
2533,Electronic City,1070.0,2.0,53.0,2
2536,Electronic City,1571.0,3.0,83.0,3
2538,Electronic City,1350.0,3.0,66.0,3
2539,Electronic City,1652.0,3.0,110.0,3
2543,Electronic City,1128.0,2.0,65.58,2
2544,Electronic City,635.0,1.0,28.0,1
2545,Electronic City,1128.0,2.0,65.4,2
2548,Electronic City,1355.0,2.0,72.9,2
2552,Electronic City,770.0,1.0,35.0,2
2554,Electronic City,865.0,2.0,40.0,2
2557,Electronic City,1108.0,2.0,63.0,2
2558,Electronic City,630.0,1.0,40.5,1
2561,Electronic City,605.0,1.0,22.0,1
2563,Electronic City,1070.0,2.0,48.0,2
2565,Electronic City,1360.0,2.0,70.0,3
2566,Electronic City,635.0,1.0,28.0,1
2567,Electronic City,1128.0,2.0,65.45,2
2568,Electronic City,890.0,2.0,40.0,2
2573,Electronic City,1360.0,2.0,58.0,3
2576,Electronic City,630.0,1.0,33.7,1
2580,Electronic City,1400.0,3.0,90.0,3
2581,Electronic City,1287.0,3.0,55.0,3
2582,Electronic City,1258.0,2.0,85.5,2
2583,Electronic City,1386.0,2.0,85.0,2
2584,Electronic City,550.0,1.0,27.0,1
2585,Electronic City,1025.0,2.0,50.0,2
2587,Electronic City,1070.0,2.0,55.0,2
2588,Electronic City,1342.0,2.0,72.0,2
2589,Electronic City,1275.0,3.0,70.0,3
2590,Electronic City,770.0,1.0,38.0,2
2595,Electronic City,1644.0,3.0,92.59,3
2596,Electronic City,1250.0,2.0,62.0,2
2599,Electronic City,418.0,1.0,12.0,1
2600,Electronic City,1128.0,2.0,64.8,2
2603,Electronic City,1060.0,2.0,55.0,2
2604,Electronic City,710.0,1.0,40.42,1
2607,Electronic City,1275.0,3.0,63.43,3
2608,Electronic City,1518.0,3.0,75.0,3
2609,Electronic City,1090.0,2.0,31.48,1
2612,Electronic City,1060.0,2.0,55.0,2
2614,Electronic City,1353.0,2.0,75.0,2
2616,Electronic City,1128.0,2.0,67.0,2
2617,Electronic City,1070.0,2.0,57.0,2
2618,Electronic City,1700.0,3.0,90.0,3
2620,Electronic City,750.0,1.0,35.0,1
2621,Electronic City,1210.0,2.0,55.0,2
2622,Electronic City,1070.0,2.0,60.0,2
2627,Electronic City,1615.0,3.0,97.0,3
2629,Electronic City,1221.0,2.0,68.0,2
2631,Electronic City,1500.0,3.0,73.0,3
2632,Electronic City,995.0,2.0,48.0,2
2633,Electronic City,1342.0,2.0,90.0,2
2635,Electronic City,1128.0,2.0,63.5,2
2636,Electronic City,589.0,1.0,29.0,1
2639,Electronic City,1575.0,3.0,94.5,3
2640,Electronic City,1070.0,2.0,48.0,2
2641,Electronic City,1025.0,2.0,54.0,2
2642,Electronic City,1500.0,2.0,70.0,3
2643,Electronic City,1500.0,2.0,64.5,3
2645,Electronic City,2093.0,4.0,134.0,4
2647,Electronic City,1355.0,2.0,73.0,2
2648,Electronic City,1360.0,2.0,64.99,3
2649,Electronic City,1060.0,2.0,52.0,2
2650,Electronic City Phase II,1056.0,2.0,39.07,2
2651,Electronic City Phase II,1020.0,2.0,30.6,2
2652,Electronic City Phase II,1069.0,2.0,45.0,2
2653,Electronic City Phase II,630.0,1.0,28.35,1
2655,Electronic City Phase II,1000.0,2.0,25.0,2
2656,Electronic City Phase II,1090.0,2.0,28.34,2
2657,Electronic City Phase II,2225.0,4.0,98.88,4
2659,Electronic City Phase II,775.0,2.0,38.0,2
2660,Electronic City Phase II,1266.0,2.0,59.0,2
2661,Electronic City Phase II,1000.0,2.0,28.88,2
2664,Electronic City Phase II,972.0,2.0,44.0,2
2666,Electronic City Phase II,1031.0,2.0,55.0,2
2667,Electronic City Phase II,1003.0,2.0,40.6,2
2668,Electronic City Phase II,1031.0,2.0,56.35,2
2670,Electronic City Phase II,1395.0,2.0,62.78,3
2671,Electronic City Phase II,1160.0,2.0,33.5,2
2672,Electronic City Phase II,1065.0,2.0,30.75,2
2673,Electronic City Phase II,1219.0,2.0,61.25,2
2675,Electronic City Phase II,1000.0,2.0,28.88,2
2676,Electronic City Phase II,1790.0,3.0,100.0,3
2677,Electronic City Phase II,769.0,2.0,40.0,2
2679,Electronic City Phase II,900.0,2.0,32.5,2
2682,Electronic City Phase II,993.0,2.0,50.0,3
2683,Electronic City Phase II,1418.0,3.0,52.47,3
2684,Electronic City Phase II,1070.0,2.0,45.0,2
2687,Electronic City Phase II,1140.0,2.0,33.06,2
2688,Electronic City Phase II,1089.0,2.0,32.67,2
2689,Electronic City Phase II,1031.0,2.0,55.0,2
2690,Electronic City Phase II,1253.0,2.0,65.8,2
2692,Electronic City Phase II,1160.0,2.0,33.5,2
2693,Electronic City Phase II,975.0,2.0,45.0,3
2694,Electronic City Phase II,6000.0,4.0,260.0,4
2695,Electronic City Phase II,1116.0,2.0,37.0,2
2696,Electronic City Phase II,1125.0,2.0,29.25,2
2697,Electronic City Phase II,1000.0,2.0,28.88,2
2698,Electronic City Phase II,1000.0,2.0,28.88,2
2699,Electronic City Phase II,1000.0,2.0,28.88,2
2700,Electronic City Phase II,1165.0,2.0,30.29,2
2701,Electronic City Phase II,3550.0,2.0,167.5,4
2702,Electronic City Phase II,1031.0,2.0,53.0,2
2704,Electronic City Phase II,1065.0,2.0,30.88,2
2706,Electronic City Phase II,1549.0,3.0,80.0,3
2707,Electronic City Phase II,1065.0,2.0,56.13,2
2709,Electronic City Phase II,920.0,2.0,26.0,2
2710,Electronic City Phase II,1140.0,2.0,33.84,2
2711,Electronic City Phase II,1219.0,2.0,61.26,2
2712,Electronic City Phase II,1252.0,2.0,65.0,3
2713,Electronic City Phase II,1125.0,2.0,32.49,2
2715,Electronic City Phase II,1286.0,2.0,69.0,2
2717,Electronic City Phase II,1140.0,2.0,32.92,2
2718,Electronic City Phase II,1116.0,2.0,40.0,2
2719,Electronic City Phase II,1150.0,3.0,46.0,3
2720,Electronic City Phase II,1192.0,2.0,47.0,3
2722,Electronic City Phase II,1020.0,2.0,32.0,2
2723,Electronic City Phase II,1900.0,3.0,97.0,4
2724,Electronic City Phase II,1020.0,2.0,27.43,2
2725,Electronic City Phase II,1025.0,2.0,26.65,2
2726,Electronic City Phase II,1020.0,2.0,29.45,2
2727,Electronic City Phase II,1000.0,2.0,28.88,2
2729,Electronic City Phase II,1140.0,2.0,28.5,2
2730,Electronic City Phase II,1125.0,2.0,32.49,2
2731,Electronic City Phase II,1200.0,2.0,34.65,2
2732,Electronic City Phase II,1160.0,2.0,52.2,2
2733,Electronic City Phase II,1244.0,2.0,55.0,2
2734,Electronic City Phase II,1160.0,2.0,33.51,2
2737,Electronic City Phase II,972.0,2.0,40.0,2
2738,Electronic City Phase II,1160.0,2.0,33.51,2
2740,Electronic City Phase II,1090.0,2.0,31.48,2
2741,Electronic City Phase II,1140.0,2.0,32.92,2
2742,Electronic City Phase II,650.0,1.0,35.0,1
2743,Electronic City Phase II,1155.0,2.0,57.0,2
2744,Electronic City Phase II,1800.0,3.0,92.0,3
2745,Electronic City Phase II,1300.0,2.0,28.0,2
2746,Electronic City Phase II,1160.0,2.0,33.5,2
2747,Electronic City Phase II,1025.0,2.0,29.6,2
2748,Electronic City Phase II,829.0,2.0,22.8,2
2749,Electronic City Phase II,2187.5,4.0,105.0,4
2750,Electronic City Phase II,1252.0,2.0,67.0,2
2752,Electronic City Phase II,1125.0,2.0,32.63,2
2753,Electronic City Phase II,1140.0,2.0,34.0,2
2756,Electronic City Phase II,1252.0,2.0,65.0,3
2757,Electronic City Phase II,1135.0,2.0,46.0,2
2758,Electronic City Phase II,1305.0,3.0,65.0,3
2759,Electronic City Phase II,1165.0,2.0,33.64,2
2761,Electronic City Phase II,1336.0,2.0,50.35,3
2762,Electronic City Phase II,575.0,1.0,16.75,1
2763,Electronic City Phase II,925.0,2.0,49.82,3
2764,Electronic City Phase II,1065.0,2.0,30.76,2
2765,Electronic City Phase II,1065.0,2.0,30.75,2
2766,Electronic City Phase II,1140.0,2.0,33.06,2
2767,Electronic City Phase II,911.0,2.0,26.5,2
2768,Electronic City Phase II,1200.0,2.0,34.65,2
2769,Electronic City Phase II,1031.0,2.0,54.48,2
2772,"Electronic city Phase 1,",950.0,2.0,33.0,2
2774,Electronics City Phase 1,1475.0,3.0,78.29,3
2775,Electronics City Phase 1,1490.0,3.0,78.8,3
2776,Electronics City Phase 1,1113.27,2.0,53.0,2
2777,Electronics City Phase 1,1490.0,3.0,84.0,3
2784,Electronics City Phase 1,1015.0,2.0,56.0,2
2786,Electronics City Phase 1,1515.0,2.0,80.91,3
2787,Electronics City Phase 1,995.0,2.0,46.0,2
2788,Electronics City Phase 1,1555.0,2.0,82.0,3
2789,Electronics City Phase 1,1340.0,2.0,75.0,2
2790,Electronics City Phase 1,1124.0,2.0,55.0,3
2791,Electronics City Phase 1,1175.0,2.0,57.0,2
2792,Electronics City Phase 1,755.0,1.0,42.41,1
2793,Electronics City Phase 1,580.0,1.0,27.0,1
2794,Electronics City Phase 1,940.0,2.0,49.0,2
2795,Electronics City Phase 1,1335.0,2.0,67.0,2
2796,Electronics City Phase 1,1113.12,2.0,55.0,2
2798,Electronics City Phase 1,1350.0,3.0,71.0,3
2800,Electronics City Phase 1,995.0,2.0,49.8,2
2801,Electronics City Phase 1,635.0,1.0,26.0,1
2802,Electronics City Phase 1,1190.0,2.0,68.0,2
2804,Electronics City Phase 1,1450.0,3.0,72.54,3
2805,Electronics City Phase 1,360.0,1.0,16.9,1
2806,Electronics City Phase 1,638.0,1.0,32.0,1
2807,Electronics City Phase 1,1175.0,2.0,64.98,2
2808,Electronics City Phase 1,585.0,1.0,21.0,1
2809,Electronics City Phase 1,1200.0,2.0,59.76,2
2810,Electronics City Phase 1,1145.0,2.0,54.0,2
2811,Electronics City Phase 1,1125.0,2.0,65.0,2
2813,Electronics City Phase 1,1550.0,2.0,82.0,3
2815,Electronics City Phase 1,865.0,2.0,40.0,2
2819,Electronics City Phase 1,1800.0,3.0,93.0,3
2820,Electronics City Phase 1,1314.0,2.0,60.0,2
2821,Electronics City Phase 1,1170.0,2.0,62.0,2
2822,Electronics City Phase 1,1450.0,3.0,79.0,3
2823,Electronics City Phase 1,940.0,2.0,48.0,2
2824,Electronics City Phase 1,940.0,2.0,44.0,2
2825,Electronics City Phase 1,1300.0,2.0,67.0,2
2826,Electronics City Phase 1,1028.0,2.0,51.0,2
2828,Electronics City Phase 1,1205.0,2.0,60.0,2
2830,Electronics City Phase 1,1305.0,2.0,67.0,2
2831,Electronics City Phase 1,755.0,1.0,30.12,1
2832,Electronics City Phase 1,1175.0,2.0,60.0,2
2833,Esther Enclave Layout,1000.0,2.0,66.0,2
2834,Ferrar Nagar,1180.0,2.0,69.0,2
2835,Ferrar Nagar,2145.0,4.0,125.0,4
2836,Frazer Town,1700.0,3.0,180.0,3
2837,Frazer Town,1305.0,3.0,95.45,3
2838,Frazer Town,1870.0,3.0,185.0,3
2839,Frazer Town,1750.0,3.0,150.0,3
2841,Frazer Town,2000.0,3.0,200.0,3
2842,Frazer Town,3500.0,4.0,330.0,3
2843,Frazer Town,2350.0,4.0,285.0,3
2844,Frazer Town,1550.0,2.0,140.0,2
2845,Frazer Town,1900.0,4.0,145.0,3
2846,Frazer Town,2560.0,3.0,265.0,3
2847,Frazer Town,2400.0,3.0,260.0,3
2848,Frazer Town,2560.0,3.0,288.0,3
2849,Frazer Town,3436.0,5.0,341.0,4
2851,Frazer Town,1315.0,2.0,140.0,2
2852,Frazer Town,1706.0,3.0,154.0,3
2853,Frazer Town,2079.0,3.0,220.0,3
2854,Frazer Town,3435.0,2.0,341.0,4
2855,Frazer Town,3436.0,5.0,345.0,4
2856,Frazer Town,3100.0,3.0,400.0,3
2857,Frazer Town,5400.0,3.0,400.0,3
2858,Frazer Town,1180.0,2.0,105.0,2
2859,Frazer Town,2900.0,4.0,325.0,4
2860,Frazer Town,1870.0,3.0,180.0,3
2861,Frazer Town,896.0,1.0,100.0,1
2862,Frazer Town,1420.0,2.0,120.0,2
2863,Friends Colony,1150.0,2.0,75.0,3
2864,GD Layout,1330.0,2.0,68.0,3
2865,GM Palaya,1820.0,2.0,86.0,3
2866,GM Palaya,1225.0,2.0,47.0,2
2867,GM Palaya,1140.0,2.0,48.95,2
2868,GM Palaya,1315.0,2.0,65.0,3
2869,GM Palaya,1315.0,3.0,65.0,3
2870,GM Palaya,1315.0,3.0,64.0,3
2871,GM Palaya,1735.0,3.0,70.0,3
2872,GM Palaya,1643.0,2.0,70.0,3
2873,Ganesha Block,2500.0,2.0,300.0,3
2874,Ganga Nagar,600.0,1.0,38.0,1
2875,Ganga Nagar,845.0,2.0,55.0,2
2876,Ganga Nagar,1112.0,2.0,68.0,2
2877,Ganga Nagar,998.0,2.0,65.0,2
2878,Ganga Nagar,1250.0,2.0,65.0,2
2879,Garebhavipalya,1200.0,2.0,75.0,2
2880,Garudachar Palya,1325.0,2.0,60.8,3
2881,Garudachar Palya,1060.0,2.0,48.7,2
2882,Garudachar Palya,1150.0,2.0,52.75,2
2883,Garudachar Palya,1295.0,2.0,59.5,3
2884,Garudachar Palya,1320.0,2.0,60.6,3
2885,Garudachar Palya,1295.0,2.0,59.5,3
2886,Garudachar Palya,1150.0,2.0,52.8,2
2887,Garudachar Palya,1150.0,2.0,52.8,2
2888,Garudachar Palya,1060.0,2.0,48.5,2
2889,Garudachar Palya,1150.0,2.0,52.5,2
2890,Garudachar Palya,1325.0,2.0,60.8,3
2891,Garudachar Palya,1060.0,2.0,48.66,2
2892,Garudachar Palya,1150.0,2.0,52.0,2
2893,Garudachar Palya,1154.0,2.0,51.8,2
2895,Gattahalli,2000.0,2.0,95.0,3
2896,Gaurava Nagar,1650.0,6.0,200.0,5
2897,Geddalahalli,850.0,2.0,32.5,2
2898,Geddalahalli,893.0,2.0,34.5,2
2899,Giri Nagar,2400.0,4.0,400.0,4
2900,Giri Nagar,1800.0,3.0,252.0,3
2901,Giri Nagar,1350.0,3.0,240.0,3
2902,Giri Nagar,2400.0,4.0,400.0,4
2903,Giri Nagar,3000.0,4.0,375.0,6
2904,Giri Nagar,2400.0,6.0,400.0,6
2905,Giri Nagar,4000.0,3.0,750.0,4
2906,Gkvk Layout,1350.0,3.0,195.0,3
2907,Gkvk Layout,1200.0,4.0,180.0,3
2908,Glass Factory Layout,1539.0,3.0,60.0,3
2909,Glass Factory Layout,1450.0,3.0,65.0,3
2910,Gnana Bharathi,3600.0,6.0,170.0,6
2911,Gokula Extension,1372.0,2.0,90.0,3
2912,Gokula Extension,1400.0,3.0,90.0,3
2913,Gollahalli,1395.0,2.0,63.59,2
2914,Gollahalli,1325.0,2.0,47.0,3
2915,Gollahalli,1050.0,2.0,48.0,2
2916,Gollahalli,1170.0,2.0,45.51,2
2917,Gollahalli,1170.0,2.0,39.0,2
2918,Gollahalli,1418.0,2.0,62.0,2
2919,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2920,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2921,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2922,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2923,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2924,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2925,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2926,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2927,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2928,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2929,Gopalapura,2023.71,3.0,275.0,3
2930,Gopalapura,3179.0,5.0,351.0,4
2931,Gopalapura,1950.2,3.0,261.0,3
2932,Gopalapura,2171.66,3.0,298.0,3
2933,Gopalkrishna Nagar,1165.0,2.0,75.0,2
2934,Gopalkrishna Nagar,1280.0,2.0,75.0,2
2935,Gopalkrishna Nagar,1530.0,2.0,97.0,3
2936,Gopalkrishna Nagar,1155.0,2.0,65.0,2
2937,Gopalkrishna Nagar,1570.0,2.0,95.0,3
2938,Gopalkrishna Nagar,1155.0,2.0,64.0,2
2939,Gottigere,1100.0,2.0,40.0,2
2940,Gottigere,967.0,2.0,45.0,2
2941,Gottigere,1618.0,3.0,82.5,3
2942,Gottigere,1222.0,2.0,63.0,2
2944,Gottigere,1300.0,3.0,65.0,3
2945,Gottigere,950.0,2.0,38.0,2
2946,Gottigere,1153.0,2.0,48.5,2
2947,Gottigere,812.0,1.0,26.0,1
2949,Gottigere,1460.0,2.0,65.0,3
2950,Gottigere,1500.0,3.0,70.0,3
2951,Gottigere,1621.0,3.0,72.0,3
2952,Gottigere,812.0,1.0,26.0,1
2953,Gottigere,990.0,2.0,40.0,2
2954,Gottigere,1235.0,2.0,63.0,2
2955,Gottigere,1385.0,3.0,64.0,3
2956,Gottigere,1000.0,2.0,35.0,2
2957,Gottigere,1010.0,2.0,35.0,2
2960,Gottigere,1435.0,2.0,62.0,3
2961,Gottigere,945.0,2.0,45.0,2
2963,Gottigere,2500.0,3.0,120.0,4
2964,Gottigere,1230.0,2.0,52.0,3
2965,Gottigere,1120.0,2.0,50.0,2
2966,Gottigere,1500.0,3.0,63.0,3
2967,Gottigere,1200.0,2.0,40.0,2
2968,Gottigere,1280.0,2.0,61.0,2
2969,Gottigere,1205.0,2.0,56.58,2
2970,Gottigere,1170.0,2.0,40.0,2
2971,Gottigere,3000.0,3.0,132.0,4
2972,Gottigere,1613.0,3.0,72.0,3
2973,Gottigere,1110.0,2.0,36.25,2
2974,Gottigere,1245.0,2.0,59.0,2
2975,Gottigere,1200.0,2.0,50.0,2
2976,Govindapura,1310.0,2.0,88.0,2
2977,Govindaraja Nagar Ward,2600.0,5.0,370.0,5
2978,Govindpura,1326.0,2.0,62.17,2
2979,Govindpura,1578.0,3.0,73.9,3
2980,Govindpura,1639.0,3.0,77.89,3
2981,Gowdanapalya,510.0,1.0,34.0,1
2982,Green Domain Layout,2100.0,3.0,170.0,3
2983,Green Garden Layout,1045.0,2.0,45.0,2
2984,Green Glen Layout,1670.0,3.0,120.0,3
2985,Green Glen Layout,3250.0,4.0,230.0,4
2986,Green Glen Layout,1776.42,3.0,105.0,3
2987,Green Glen Layout,3250.0,4.0,230.0,4
2988,Green Glen Layout,940.0,2.0,56.8,2
2989,Green Glen Layout,1075.0,2.0,60.0,2
2990,Green Glen Layout,1715.0,3.0,115.0,3
2991,Green Glen Layout,1751.0,2.0,115.0,3
2992,Green Glen Layout,1750.0,3.0,130.0,3
2993,Green Glen Layout,1530.0,3.0,105.0,3
2994,Green Glen Layout,1752.0,3.0,105.0,3
2995,Green Glen Layout,1680.0,4.0,95.0,3
2996,Green Glen Layout,1728.0,3.0,125.0,3
2997,Green Glen Layout,1645.0,3.0,110.0,3
2998,Green Glen Layout,1517.0,3.0,100.0,3
2999,Green Glen Layout,3150.0,4.0,218.0,4
3001,Green Glen Layout,1750.0,3.0,120.0,3
3002,Green Glen Layout,1751.0,3.0,115.0,3
3003,Green Glen Layout,1750.0,3.0,105.0,3
3004,Green Glen Layout,1885.0,3.0,135.0,3
3005,Green Glen Layout,1715.0,3.0,120.0,3
3006,Green Glen Layout,1623.29,2.0,105.0,3
3007,Green Glen Layout,1715.0,3.0,115.0,3
3008,Green Glen Layout,1715.0,3.0,105.0,3
3009,Green Glen Layout,1600.0,3.0,105.0,3
3010,Green Glen Layout,1717.0,3.0,125.0,3
3011,Green Glen Layout,1250.0,2.0,75.0,2
3012,Green Glen Layout,1715.0,3.0,112.0,3
3013,Green View Layout,1007.0,2.0,43.0,2
3014,Green View Layout,1000.0,2.0,36.0,2
3015,Green View Layout,1107.0,2.0,40.0,2
3016,Green View Layout,1108.0,2.0,48.0,2
3017,Green View Layout,1150.0,2.0,42.0,2
3018,Green View Layout,1010.0,2.0,41.0,2
3019,Green Woods Layout,1200.0,2.0,66.0,2
3020,Gubbalala,1470.0,2.0,82.0,3
3021,Gubbalala,1745.0,3.0,104.0,3
3022,Gubbalala,1745.0,3.0,115.0,3
3023,Gubbalala,1745.0,3.0,110.0,3
3024,Gubbalala,1650.0,3.0,71.0,3
3025,Gubbalala,2570.0,4.0,141.0,5
3026,Gubbalala,1205.0,2.0,70.0,2
3027,Gubbalala,1435.0,2.0,80.0,3
3028,Gubbalala,1475.0,2.0,80.0,2
3030,Gubbalala,1100.0,2.0,49.5,2
3031,Gubbalala,1060.0,2.0,46.0,2
3032,Gubbalala,2000.0,3.0,125.0,3
3034,Guddadahalli,1350.0,4.0,140.0,4
3035,Gulimangala,980.0,2.0,35.0,2
3036,Gunjur,1140.0,2.0,43.0,2
3037,Gunjur,1356.0,2.0,66.0,3
3038,Gunjur,1600.0,3.0,75.0,3
3039,Gunjur,2000.0,3.0,95.0,4
3040,Gunjur,1140.0,2.0,49.11,2
3041,Gunjur,1195.0,2.0,44.0,2
3042,Gunjur,1190.0,2.0,40.0,2
3043,Gunjur,1457.0,2.0,60.0,2
3044,Gunjur,1080.0,2.0,41.0,2
3047,Gunjur,1175.0,2.0,43.48,2
3048,Gunjur,1362.0,3.0,62.63,3
3049,Gunjur,1071.0,2.0,51.0,2
3050,Gunjur,1063.0,2.0,40.0,2
3051,Gunjur,1235.0,2.0,52.76,2
3052,Gunjur,1362.0,3.0,62.63,3
3053,Gunjur,1362.0,3.0,62.63,3
3054,Gunjur,1588.0,2.0,90.0,3
3055,Gunjur,1235.0,2.0,44.5,2
3056,Gunjur,1457.0,2.0,60.0,2
3057,Gunjur Palya,1050.0,2.0,43.0,2
3058,Gunjur Palya,1033.0,2.0,32.0,3
3059,Gunjur Palya,1400.0,3.0,45.0,3
3060,Gunjur Palya,993.0,2.0,42.0,2
3061,Gunjur Palya,1235.0,2.0,52.76,2
3062,HAL 2nd Stage,1490.0,2.0,300.0,3
3063,HAL 2nd Stage,600.0,3.0,145.0,2
3064,HAL 2nd Stage,2700.0,3.0,500.0,3
3065,HAL 2nd Stage,2040.0,4.0,500.0,5
3066,HAL 3rd Stage,1865.0,3.0,350.0,3
3067,HAL 3rd Stage,1200.0,2.0,49.0,2
3068,HBR Layout,2800.0,2.0,200.0,3
3069,HBR Layout,1722.0,3.0,95.0,3
3070,HBR Layout,1200.0,4.0,120.0,4
3071,HBR Layout,1200.0,2.0,60.0,2
3072,HBR Layout,1004.0,2.0,49.0,2
3073,HBR Layout,1783.0,3.0,125.0,3
3074,HBR Layout,1656.0,3.0,90.0,3
3075,HBR Layout,1089.0,2.0,60.0,2
3076,HBR Layout,1700.0,3.0,110.0,3
3077,HBR Layout,1198.0,2.0,65.0,2
3078,HBR Layout,1200.0,4.0,115.0,4
3079,HBR Layout,1200.0,2.0,120.0,2
3080,HBR Layout,1832.0,3.0,160.0,3
3081,HMT Layout,1105.0,2.0,58.0,2
3082,HMT Layout,1700.0,3.0,80.0,3
3083,HMT Layout,7500.0,4.0,425.0,4
3084,HOSUR MAIN ROAD,1464.0,3.0,56.0,3
3085,HOSUR MAIN ROAD,1464.0,3.0,56.0,3
3086,HOSUR MAIN ROAD,1464.0,2.0,56.0,2
3087,HOSUR MAIN ROAD,1464.0,2.0,56.0,2
3088,HOSUR MAIN ROAD,1464.0,3.0,56.0,3
3089,HOSUR MAIN ROAD,1464.0,3.0,56.0,3
3090,HRBR Layout,1374.0,2.0,95.0,2
